Individual,wheel_radius,chassis_length,suspension_frequency,suspension_damping,sensor_limit,speed_max,speed_slope,speed_intercept,wheel_radius-genome,chassis_length-genome,suspension_frequency-genome,suspension_damping-genome,sensor_limit-genome,speed_max-genome,speed_slope-genome,speed_intercept-genome,feasibility,objective,final_distance,final_speed,hit_wall,index_at_rest
0,0.6446939711276711,1.809114925361206,6.661414095754417,0.33638351026992985,14.319432957666956,8.377111681698782,2.307293274803281,-11.525191887273149,0.14469397112767107,0.269704975120402,0.808773442250631,0.06063918378321645,0.9513880684047826,0.8377111681698782,0.23072932748032812,0.2118702028181713,0,3.88330550514952,0.0047016143798828125,-7.85097504145682e-05,False,640
1,0.6208779739370796,1.5611770019797198,7.417405107386602,0.33638351026992985,15.0,8.377111681698782,2.307293274803281,-11.525191887273149,0.1208779739370796,0.18705900065990655,0.916772158198086,0.06063918378321645,1.0,0.8377111681698782,0.23072932748032812,0.2118702028181713,0,3.854462780355841,0.0031147003173828125,8.762092799941001e-05,False,920
2,0.6548262064292623,1.809114925361206,6.7867384830163635,0.30050487811008764,14.319432957666956,8.196755665933845,2.307293274803281,-8.82316485743357,0.1548262064292623,0.269704975120402,0.8266769261451948,0.0008414635168127738,0.9513880684047826,0.8196755665933845,0.23072932748032812,0.27942087856416076,0,3.742991573053832,1.1758251190185547,9.488405487800833e-05,False,640
3,0.6548262064292623,1.9726286860834903,6.2681666150407835,0.33638351026992985,15.0,8.196755665933845,2.307293274803281,-11.525191887273149,0.1548262064292623,0.3242095620278301,0.7525952307201119,0.06063918378321645,1.0,0.8196755665933845,0.23072932748032812,0.2118702028181713,0,3.869515687183534,0.004810333251953125,7.44184899783562e-05,False,730
4,0.6687081840481996,1.7366019780145896,6.739258526419158,0.4257808224192452,13.450653592018172,7.072688976077268,2.307293274803281,-11.525191887273149,0.1687081840481996,0.24553399267152984,0.8198940752027368,0.20963470403207526,0.8893323994298694,0.7072688976077268,0.23072932748032812,0.2118702028181713,0,3.8599847036948045,0.0032138824462890625,8.872113116709102e-05,False,780
5,0.6548262064292623,1.5792595025871108,7.370221405383424,0.33638351026992985,13.436498884725884,7.8877434060362885,2.307293274803281,-11.525191887273149,0.1548262064292623,0.19308650086237028,0.9100316293404891,0.06063918378321645,0.8883213489089917,0.7887743406036288,0.23072932748032812,0.2118702028181713,0,3.8584113355548064,0.0036182403564453125,7.661889631549457e-05,False,820
6,0.6764722213322938,2.312416817501441,5.186840878111235,0.43971353306197236,13.596550800589446,7.594799185404603,3.187919350279052,-11.525191887273149,0.17647222133229373,0.4374722725004804,0.5981201254444621,0.23285588843662053,0.8997536286135318,0.7594799185404603,0.3187919350279052,0.2118702028181713,0,3.689271890274288,1.3846988677978516,-6.154315412665312e-05,False,830
7,0.686443782516391,2.7035722850780886,3.16688520427845,0.3676013301293952,13.255211316620686,7.5507288052199595,2.307293274803281,-16.078728421608133,0.18644378251639107,0.5678574283593629,0.30955502918263567,0.11266888354899203,0.8753722369014776,0.755072880521996,0.23072932748032812,0.0980317894597967,0,3.6254498244475264,-1.969686508178711,9.506381287849308e-05,False,770
8,0.6687081840481996,1.9786362494443939,7.063195733610167,0.5192872232011808,13.450653592018172,8.021548040258553,2.307293274803281,-11.525191887273149,0.1687081840481996,0.32621208314813127,0.8661708190871666,0.3654787053353013,0.8893323994298694,0.8021548040258554,0.23072932748032812,0.2118702028181713,0,3.864795403505127,0.00479888916015625,9.202174067191038e-05,False,740
9,0.6645897138916695,2.7035722850780886,2.9244710539584378,0.33442206030786525,12.590047160305662,8.291579819733382,2.307293274803281,-11.525191887273149,0.16458971389166954,0.5678574283593629,0.2749244362797768,0.05737010051310879,0.8278605114504044,0.8291579819733382,0.23072932748032812,0.2118702028181713,0,3.878308795648567,0.004894256591796875,-7.96099535822492e-05,False,640
10,0.6634811808769467,2.3276746177603984,3.4931030113889663,0.3130175958077897,13.925863152086349,7.492781349528844,2.307293274803281,-11.525191887273149,0.1634811808769468,0.44255820592013273,0.3561575730555666,0.021695993012982886,0.9232759394347392,0.7492781349528844,0.23072932748032812,0.2118702028181713,0,3.8561433587732896,0.004505157470703125,7.551869314781356e-05,False,820
11,0.6548262064292623,1.809114925361206,6.599510682206029,0.3,14.319432957666956,8.196755665933845,2.4230839369857193,-10.560694351943473,0.1548262064292623,0.269704975120402,0.7999300974580041,0.0,0.9513880684047826,0.8196755665933845,0.24230839369857193,0.23598264120141318,0,3.787305496148709,0.6398677825927734,-8.739910839317133e-05,False,790
12,0.6255159325605313,1.7430123844456946,7.546052735727595,0.37590991697224985,14.501098935722219,8.380528642673324,2.307293274803281,-11.62870807770139,0.12551593256053134,0.24767079481523158,0.9351503908182278,0.12651652828708312,0.9643642096944443,0.8380528642673325,0.23072932748032812,0.20928229805746523,0,3.8587568026733154,-0.041721343994140625,8.294538594277867e-05,False,840
13,0.6548262064292623,1.809114925361206,5.710040911058937,0.33638351026992985,14.019705341513419,8.196755665933845,2.307293274803281,-7.416504835164655,0.1548262064292623,0.269704975120402,0.6728629872941339,0.06063918378321645,0.9299789529652441,0.8196755665933845,0.23072932748032812,0.31458737912088364,0,3.660016695365066,1.7855663299560547,-5.72817286519367e-05,False,730
14,0.6446939711276711,2.033807998311987,7.001181680698392,0.33638351026992985,14.87002683843522,8.377111681698782,2.307293274803281,-7.054431339974691,0.14469397112767107,0.3446026661039958,0.8573116686711988,0.06063918378321645,0.9907162027453728,0.8377111681698782,0.23072932748032812,0.3236392165006327,0,3.637737641580454,1.9433326721191406,0.0001021808432239979,False,780
15,0.6446939711276711,2.099262273624153,6.661414095754417,0.3,15.0,7.8338979795166095,2.307293274803281,-11.525191887273149,0.14469397112767107,0.3664207578747176,0.808773442250631,0.0,1.0,0.783389797951661,0.23072932748032812,0.2118702028181713,0,3.8558123220565954,0.004734039306640625,0.00010962499136546455,False,860
16,0.5917583661183536,2.7035722850780886,2.575262925977321,0.33442206030786525,12.590047160305662,8.291579819733382,2.307293274803281,-11.525191887273149,0.0917583661183537,0.5678574283593629,0.22503756085390303,0.05737010051310879,0.8278605114504044,0.8291579819733382,0.23072932748032812,0.2118702028181713,0,1.374447423768443,-12.94936752319336,8.291579819733382,False,2001
17,0.6548262064292623,1.5725839188874395,7.546052735727595,0.3190568029627184,14.501098935722219,8.820730215344483,2.307293274803281,-11.62870807770139,0.1548262064292623,0.19086130629581316,0.9351503908182278,0.0317613382711973,0.9643642096944443,0.8820730215344482,0.23072932748032812,0.20928229805746523,0,3.856375752270046,-0.042163848876953125,-7.21832607872841e-05,False,800
18,0.6634811808769467,2.7035722850780886,2.9244710539584378,0.4192487585751961,12.590047160305662,8.291579819733382,2.307293274803281,-11.525191887273149,0.1634811808769468,0.5678574283593629,0.2749244362797768,0.19874793095866017,0.8278605114504044,0.8291579819733382,0.23072932748032812,0.2118702028181713,0,3.8612294209238316,0.003749847412109375,-7.85097504145682e-05,False,780
19,0.6634811808769467,2.7035722850780886,3.16688520427845,0.40872783980237226,14.12002767050873,9.430580208652316,2.275096257233286,-11.525191887273149,0.1634811808769468,0.5678574283593629,0.30955502918263567,0.18121306633728704,0.9371448336077663,0.9430580208652315,0.22750962572332858,0.2118702028181713,0,3.8426733360493834,-0.06589126586914062,-8.802925803408357e-05,False,870
20,0.6446939711276711,2.0882012136852888,6.661414095754417,0.3099345854263183,15.0,8.895595782460116,2.307293274803281,-11.525191887273149,0.14469397112767107,0.3627337378950962,0.808773442250631,0.016557642377197222,1.0,0.8895595782460116,0.23072932748032812,0.2118702028181713,0,3.8570530739201954,0.00481414794921875,-0.00010161401694830374,False,850
21,0.6446939711276711,1.7299538041144855,6.661414095754417,0.36316683142286244,15.0,9.009050586704525,2.307293274803281,-11.525191887273149,0.14469397112767107,0.24331793470482851,0.808773442250631,0.10527805237143736,1.0,0.9009050586704525,0.23072932748032812,0.2118702028181713,0,3.860817431415848,0.00469207763671875,-8.291056308706857e-05,False,820
22,0.6634811808769467,2.7458303202757453,3.16688520427845,0.3,12.85731011110968,8.304028985184411,0.7362916402689845,-11.525191887273149,0.1634811808769468,0.581943440091915,0.30955502918263567,0.0,0.84695072222212,0.8304028985184411,0.07362916402689845,0.2118702028181713,0,-1.6818967041055433,-44.074031829833984,-2.0584619361172027,False,2001
23,0.6634811808769467,2.8654276865052983,3.5830863154315105,0.3130175958077897,13.31555688654514,7.492781349528844,2.307293274803281,-11.525191887273149,0.1634811808769468,0.6218092288350994,0.36901233077593004,0.021695993012982886,0.8796826347532243,0.7492781349528844,0.23072932748032812,0.2118702028181713,0,1.8741772839392072,-9.228231430053711,7.492781349528844,False,2001
24,0.6446939711276711,1.809114925361206,6.661414095754417,0.33638351026992985,14.101063945560849,8.377111681698782,2.307293274803281,-11.525191887273149,0.14469397112767107,0.269704975120402,0.808773442250631,0.06063918378321645,0.935790281825775,0.8377111681698782,0.23072932748032812,0.2118702028181713,0,3.88330550514952,0.0047016143798828125,-7.85097504145682e-05,False,640
25,0.6446939711276711,1.809114925361206,6.661414095754417,0.33638351026992985,14.319432957666956,8.377111681698782,2.307293274803281,-13.688344662102137,0.14469397112767107,0.269704975120402,0.808773442250631,0.06063918378321645,0.9513880684047826,0.8377111681698782,0.23072932748032812,0.15779138344744656,0,3.7651829879606398,-0.9344024658203125,8.170219817493773e-05,False,710
26,0.6548262064292623,1.809114925361206,6.599510682206029,0.31690649299550044,14.319432957666956,8.33836731109778,1.7974199530929111,-11.525191887273149,0.1548262064292623,0.269704975120402,0.7999300974580041,0.028177488325834082,0.9513880684047826,0.8338367311097781,0.1797419953092911,0.2118702028181713,0,3.6837645472308624,-1.4137611389160156,9.658490749053783e-05,False,890
27,0.686443782516391,2.7035722850780886,3.16688520427845,0.3676013301293952,13.255211316620686,7.2056660357988775,2.307293274803281,-11.525191887273149,0.18644378251639107,0.5678574283593629,0.30955502918263567,0.11266888354899203,0.8753722369014776,0.7205666035798878,0.23072932748032812,0.2118702028181713,0,3.8741388550608966,0.004520416259765625,-7.74095472468872e-05,False,630
28,0.6687081840481996,1.7661890939777003,7.063195733610167,0.5192872232011808,13.450653592018172,8.021548040258553,3.6779358295859996,-11.525191887273149,0.1687081840481996,0.25539636465923343,0.8661708190871666,0.3654787053353013,0.8893323994298694,0.8021548040258554,0.3677935829586,0.2118702028181713,0,3.6333032939426437,1.8663177490234375,-5.3398056673259475e-05,False,840
29,0.6446939711276711,1.7299538041144855,6.240428771008069,0.3,15.0,8.377111681698782,2.307293274803281,-11.525191887273149,0.14469397112767107,0.24331793470482851,0.7486326815725812,0.0,1.0,0.8377111681698782,0.23072932748032812,0.2118702028181713,0,3.865806612675529,0.0047702789306640625,-7.410893774029148e-05,False,780
30,0.6634811808769467,2.7458303202757453,3.16688520427845,0.3,12.85731011110968,8.304028985184411,2.307293274803281,-10.768420316470795,0.1634811808769468,0.581943440091915,0.30955502918263567,0.0,0.84695072222212,0.8304028985184411,0.23072932748032812,0.23078949208823013,0,3.821257303331836,0.3328876495361328,-8.498887160612867e-05,False,790
31,0.6548262064292623,1.809114925361206,6.56472985543891,0.33638351026992985,14.319432957666956,8.487021091883655,2.307293274803281,-11.005405675907808,0.1548262064292623,0.269704975120402,0.7949614079198443,0.06063918378321645,0.9513880684047826,0.8487021091883655,0.23072932748032812,0.2248648581023048,0,3.8505461173703663,0.22977256774902344,-7.118301279085415e-05,False,670
32,0.6548262064292623,1.809114925361206,6.599510682206029,0.30596118547546275,14.319432957666956,8.33836731109778,2.8255724002510982,-11.525191887273149,0.1548262064292623,0.269704975120402,0.7999300974580041,0.0099353091257713,0.9513880684047826,0.8338367311097781,0.28255724002510985,0.2118702028181713,0,3.745583628136045,0.9201622009277344,-9.166815336669742e-05,False,860
33,0.686443782516391,2.7035722850780886,3.16688520427845,0.3676013301293952,13.297707376843412,7.5507288052199595,2.307293274803281,-11.525191887273149,0.18644378251639107,0.5678574283593629,0.30955502918263567,0.11266888354899203,0.8784076697745294,0.755072880521996,0.23072932748032812,0.2118702028181713,0,3.8666337418022017,0.0045948028564453125,-7.85097504145682e-05,False,690
