Individual,wheel_radius,chassis_length,suspension_frequency,suspension_damping,sensor_limit,speed_max,speed_slope,speed_intercept,wheel_radius-genome,chassis_length-genome,suspension_frequency-genome,suspension_damping-genome,sensor_limit-genome,speed_max-genome,speed_slope-genome,speed_intercept-genome,feasibility,objective,final_distance,final_speed,hit_wall,index_at_rest
0,0.6308445620228481,1.7215148037410484,7.1279131563674065,0.7941811645538341,9.385400548090026,7.320412755692992,2.8395077405102858,-14.200606675409714,0.1308445620228481,0.2405049345803495,0.8754161651953438,0.8236352742563902,0.5989571820064304,0.7320412755692992,0.2839507740510286,0.14498483311475713,0,3.8819540977066613,-0.003131866455078125,-8.78567117865714e-05,False,680
1,0.6405283679657321,1.6624738107047117,6.532936187541225,0.7401761397784179,9.890077531702795,7.195292200949332,2.8395077405102858,-14.200606675409714,0.14052836796573212,0.22082460356823724,0.7904194553630322,0.7336268996306964,0.6350055379787711,0.7195292200949333,0.2839507740510286,0.14498483311475713,0,3.8708844496048105,-0.00229644775390625,-0.00010139653980267838,False,750
2,0.6308445620228481,1.6624738107047117,6.532936187541225,0.672373255231598,10.688513774272902,6.6806380032083945,2.8395077405102858,-14.200606675409714,0.1308445620228481,0.22082460356823724,0.7904194553630322,0.6206220920526632,0.6920366981623501,0.6680638003208395,0.2839507740510286,0.14498483311475713,0,3.8607390416702447,-0.002902984619140625,0.00011388672566425839,False,850
3,0.5999561411128576,1.7215148037410484,7.1279131563674065,0.7941811645538341,9.385400548090026,7.320412755692992,2.8395077405102858,-14.200606675409714,0.09995614111285755,0.2405049345803495,0.8754161651953438,0.8236352742563902,0.5989571820064304,0.7320412755692992,0.2839507740510286,0.14498483311475713,0,1.7284401804495912,-10.74850082397461,7.320412755692992,False,2001
4,0.6308445620228481,2.3109403633488914,7.657508677078844,0.5173879680794635,13.651870461375518,6.788008893556614,2.8753440813323876,-14.419498345859736,0.1308445620228481,0.43698012111629714,0.9510726681541205,0.36231328013243924,0.9037050329553942,0.6788008893556614,0.2875344081332388,0.1395125413535066,0,3.8654474351176895,-0.0159759521484375,0.00011875606923439364,False,800
5,0.5282276699056799,1.7215148037410484,7.083688285211735,0.7817867457800949,9.986654458202306,7.158687556663668,2.8395077405102858,-14.200606675409714,0.028227669905679917,0.2405049345803495,0.8690983264588192,0.8029779096334912,0.6419038898715933,0.7158687556663668,0.2839507740510286,0.14498483311475713,0,1.7388531919982404,-10.94987964630127,7.158687556663668,False,2001
6,0.6444902687915903,1.5721146997043218,7.29759168233199,0.5894214325107834,12.595521960154514,6.788008893556614,2.8753440813323876,-14.419498345859736,0.14449026879159035,0.1907048999014406,0.8996559546188557,0.4823690541846388,0.8282515685824653,0.6788008893556614,0.2875344081332388,0.1395125413535066,0,3.8535228348394823,-0.014019012451171875,-9.650206215994217e-05,False,870
7,0.6308445620228481,1.7215148037410484,6.289011715186103,0.649578119097866,9.986654458202306,7.158687556663668,2.8395077405102858,-14.200606675409714,0.1308445620228481,0.2405049345803495,0.7555731021694433,0.5826301984964432,0.6419038898715933,0.7158687556663668,0.2839507740510286,0.14498483311475713,0,3.873452878862701,-0.00102996826171875,0.00011659469126712452,False,750
8,0.6308445620228481,1.7215148037410484,7.083688285211735,0.7817867457800949,10.393626213206772,7.158687556663668,2.8395077405102858,-14.200606675409714,0.1308445620228481,0.2405049345803495,0.8690983264588192,0.8029779096334912,0.6709733009433408,0.7158687556663668,0.2839507740510286,0.14498483311475713,0,3.8709012633389985,-0.0015048980712890625,-8.650272898513833e-05,False,770
9,0.6308445620228481,1.7215148037410484,7.1279131563674065,0.9000000000000001,9.385400548090026,7.320412755692992,2.8395077405102858,-14.046689018872481,0.1308445620228481,0.2405049345803495,0.8754161651953438,1.0,0.5989571820064304,0.7320412755692992,0.2839507740510286,0.14883277452818797,0,3.8599669737283775,0.05196380615234375,-9.096506961547846e-05,False,810
