Individual,wheel_radius,chassis_length,suspension_frequency,suspension_damping,sensor_limit,speed_max,speed_slope,speed_intercept,wheel_radius-genome,chassis_length-genome,suspension_frequency-genome,suspension_damping-genome,sensor_limit-genome,speed_max-genome,speed_slope-genome,speed_intercept-genome,feasibility,objective,final_distance,final_speed,hit_wall,index_at_rest
0,0.6535198712424581,1.8477602289333035,5.845867249914781,0.45432587878745545,15.0,10.0,2.151126134440972,-10.750257111150507,0.15351987124245817,0.2825867429777678,0.6922667499878258,0.2572097979790924,1.0,1.0,0.21511261344409716,0.23124357222123731,0,3.8851714909977186,0.0019397735595703125,-8.438484626083209e-05,False,610
1,0.6328063193892819,1.6527421219377374,5.837373116601288,0.5470184783134202,14.188778760895893,10.0,2.151126134440972,-10.710809058219596,0.13280631938928195,0.2175807073125791,0.6910533023716126,0.41169746385570033,0.9420556257782781,1.0,0.21511261344409716,0.2322297735445101,0,3.861937417533319,0.020421981811523438,9.640911693331589e-05,False,820
2,0.6127157859742407,1.769355557101444,6.2636185709696095,0.72592342458349,15.0,8.726621994297904,2.1201403534093237,-10.710809058219596,0.11271578597424076,0.256451852367148,0.7519455101385156,0.7098723743058167,1.0,0.8726621994297904,0.21201403534093238,0.2322297735445101,0,3.8469672688725276,-0.05229759216308594,0.00010472059709165649,False,950
3,0.5700860210597202,1.8477602289333035,6.979208549479438,0.5323417908358006,14.06591867373555,8.741163661839998,2.3195979899822365,-10.750257111150507,0.07008602105972017,0.2825867429777678,0.854172649925634,0.3872363180596677,0.933279905266825,0.8741163661839999,0.23195979899822364,0.23124357222123731,0,1.5966409102175454,-10.724630355834961,8.741163661839998,False,2001
4,0.5279553524182766,2.3738159582495495,6.204843572130065,0.45972730935733463,14.06591867373555,10.0,2.151126134440972,-10.750257111150507,0.02795535241827661,0.4579386527498499,0.7435490817328665,0.2662121822622243,0.933279905266825,1.0,0.21511261344409716,0.23124357222123731,0,1.246001604059235,-12.724581241607666,10.0,False,2001
5,0.6853398828568681,1.678305284651942,7.840487228514971,0.3,15.0,8.490446130226266,2.151126134440972,-10.750257111150507,0.1853398828568681,0.22610176155064735,0.9772124612164245,0.0,1.0,0.8490446130226266,0.21511261344409716,0.23124357222123731,0,3.8648080302616212,0.0012226104736328125,-7.515321440365597e-05,False,710
6,0.6866211872765744,1.8477602289333035,6.5537051055205735,0.3663673495144259,13.310919749960213,9.765670032661202,2.1476438620320355,-10.750257111150507,0.18662118727657434,0.2825867429777678,0.7933864436457962,0.11061224919070986,0.8793514107114438,0.9765670032661201,0.21476438620320357,0.23124357222123731,0,3.857555262917526,-0.007049560546875,-7.556460860946856e-05,False,760
7,0.742754527712356,1.736603114022436,6.371217373313632,0.5742415861970054,15.0,9.783912705537013,2.111021505334355,-10.710809058219596,0.24275452771235598,0.24553437134081202,0.7673167676162331,0.45706931032834214,1.0,0.9783912705537013,0.21110215053343548,0.2322297735445101,0,3.821922639285789,-0.07382392883300781,-7.908514208132544e-05,False,870
8,0.680728621419366,1.769355557101444,6.270451587423319,0.6221120841011081,14.184575998533438,9.445128515460148,2.151126134440972,-10.710809058219596,0.18072862141936596,0.256451852367148,0.7529216553461885,0.5368534735018466,0.9417554284666741,0.9445128515460147,0.21511261344409716,0.2322297735445101,0,3.8638600958247777,0.019079208374023438,-7.488894083884645e-05,False,710
9,0.6535198712424581,1.8477602289333035,6.979208549479438,0.5635583717500583,14.06591867373555,8.741163661839998,2.3932082771500625,-10.750257111150507,0.15351987124245817,0.2825867429777678,0.854172649925634,0.4392639529167637,0.933279905266825,0.8741163661839999,0.23932082771500626,0.23124357222123731,0,3.8006216590554507,0.508209228515625,-9.651832246326819e-05,False,810
