Generation,Worst Feasibility,Average Feasibility,Best Feasibility,Worst Objective,Average Objective,Best Objective
49,0.0,0.0,0.0,1.3936867139158127,3.7064982543413207,3.8606183308263193
50,0.0,0.0,0.0,1.3989981370771323,3.6415113818951,3.861702794672058
51,0.0,0.0,0.0,1.3919698785296195,3.7097350981715103,3.861702794672058
52,0.0,0.0,0.0,1.4203758908216817,3.751917780479788,3.861702794672058
53,0.0,0.0,0.0,1.4175270723251345,3.7170040348829008,3.861702794672058
54,0.0,0.0,0.0,1.4470242024733193,3.7378175665454303,3.861702794672058
55,0.0,0.0,0.0,1.392029589284972,3.6205961207062454,3.861720007046121
56,0.0,0.0,0.0,1.448953265110999,3.67961479143267,3.8620862292788485
57,0.0,0.0,0.0,1.4139065482807327,3.60492104492442,3.8620862292788485
58,0.0,0.0,0.0,0.3666947636738648,3.6177594044299197,3.8620862292788485
59,0.0,0.0,0.0,1.399694107766891,3.6417239672759383,3.8620862292788485
60,0.0,0.0,0.0,1.3351104927664497,3.6293631050093897,3.8620862292788485
61,0.0,0.0,0.0,1.281195542859202,3.6437944281703243,3.8620862292788485
62,0.0,0.0,0.0,1.3610920904898736,3.647233638773218,3.8620862292788485
63,0.0,0.0,0.0,1.254414561137827,3.7289757532684034,3.864307194246702
64,0.0,0.0,0.0,1.4221201346263135,3.6886709159333133,3.864307194246702
65,0.0,0.0,0.0,1.4175548850780797,3.6853767009635754,3.8655287226405175
66,0.0,0.0,0.0,1.2666627451371921,3.7424863948988074,3.8656688109073265
67,0.0,0.0,0.0,-0.32036463168834173,3.64276752041427,3.8656688109073265
68,0.0,0.0,0.0,1.2657147753389506,3.6305301098332325,3.8656688109073265
69,0.0,0.0,0.0,1.4007325425573107,3.7406746949344614,3.8656688109073265
70,0.0,0.0,0.0,1.4205552459431885,3.663259914053057,3.8656688109073265
71,0.0,0.0,0.0,1.4299338760080629,3.6564781069001002,3.8656688109073265
72,0.0,0.0,0.0,-3.944886454020209,3.622712860288551,3.8656688109073265
73,0.0,0.0,0.0,0.9420233675794103,3.5730980907827434,3.8656688109073265
74,0.0,0.0,0.0,-2.7124112835171936,3.6186500424914168,3.8656688109073265
75,0.0,0.0,0.0,1.3378040538350418,3.729379923242369,3.8656898037154583
76,0.0,0.0,0.0,1.3819086473641873,3.647521788898519,3.8656898037154583
77,0.0,0.0,0.0,1.3758367868960426,3.6646392852819565,3.8656898037154583
78,0.0,0.0,0.0,1.3922488327901466,3.682360496655243,3.8656898037154583
79,0.0,0.0,0.0,-3.7649741111266817,3.5919029467491486,3.8656898037154583
80,0.0,0.0,0.0,1.3224363051890995,3.6460372586129157,3.8656898037154583
81,0.0,0.0,0.0,1.3795335347184337,3.6252538983425477,3.8656898037154583
82,-0.009379428362694453,-9.379428362694453e-05,0.0,0.0,3.657232838305216,3.8656898037154583
83,0.0,0.0,0.0,1.380528466172194,3.7275511997409883,3.8656898037154583
84,0.0,0.0,0.0,1.3489848813513952,3.673608476987893,3.8656898037154583
85,0.0,0.0,0.0,1.7201449751438682,3.7647063969561696,3.8656898037154583
86,0.0,0.0,0.0,1.3779319844562519,3.6241845645895245,3.8656898037154583
87,0.0,0.0,0.0,-0.34779451665815786,3.5555371722645264,3.8656898037154583
88,0.0,0.0,0.0,1.39371360421537,3.7163073178102373,3.8656898037154583
89,0.0,0.0,0.0,1.3799723327303806,3.7277746914275336,3.8656898037154583
90,0.0,0.0,0.0,1.3678999791475703,3.610119251006801,3.8656898037154583
91,0.0,0.0,0.0,0.631970119536075,3.6192822964383953,3.8656898037154583
92,0.0,0.0,0.0,-8.311073501203813,3.412094499447812,3.8656899935011984
93,0.0,0.0,0.0,1.431930804913852,3.7208451625107197,3.8679653568595347
94,0.0,0.0,0.0,0.4817881340739729,3.590491092003173,3.867965895209382
95,0.0,0.0,0.0,-4.87772058222185,3.384882445722508,3.867965895209382
96,0.0,0.0,0.0,1.3541600346245115,3.62106184483026,3.867965895209382
97,0.0,0.0,0.0,0.4631081499622324,3.5943701190250414,3.8679817935503458
98,0.0,0.0,0.0,-3.2513370648290927,3.5125434836942047,3.8679817935503458
99,0.0,0.0,0.0,1.3349391990027826,3.525358583243728,3.8679817935503458
