Generation,Worst Feasibility,Average Feasibility,Best Feasibility,Worst Objective,Average Objective,Best Objective
0,-0.709194071215411,-0.12197420726570503,0.0,0.0,0.9274626100819429,3.3409742312677064
1,-0.1405611854719402,-0.003980862789293017,0.0,0.0,2.1103095434496226,3.5042021001174986
2,0.0,0.0,0.0,1.8425652494754898,2.6516989054645763,3.703555296846485
3,0.0,0.0,0.0,-11.205450903269211,2.8628690134571735,3.727198494439612
4,-0.05634735833265592,-0.0010451802135002508,0.0,0.0,3.0091000402199186,3.7768419452007116
5,-0.009812915152185298,-9.812915152185298e-05,0.0,0.0,3.169933433946651,3.7768946311668006
6,0.0,0.0,0.0,0.9848207478559837,3.42271726657227,3.803191543830111
7,-0.09090681408001289,-0.0009090681408001289,0.0,0.0,3.3858545274554315,3.8094201441372064
8,0.0,0.0,0.0,-7.024975633755026,3.3128926641719807,3.8094201441372064
9,0.0,0.0,0.0,2.0051936514890754,3.5603242876102383,3.8119388156519878
10,0.0,0.0,0.0,1.8234969204082203,3.4862073793252257,3.813192459416927
11,0.0,0.0,0.0,-3.1426347212900922,3.443911596715566,3.827269570660932
12,0.0,0.0,0.0,-4.525180307733015,3.4685209974118942,3.828538917035431
13,0.0,0.0,0.0,1.9662375270166916,3.6864695056760928,3.828538917035431
14,0.0,0.0,0.0,1.975568025047707,3.6314971577846733,3.836309699867799
15,0.0,0.0,0.0,1.9422996399047001,3.679880862581917,3.836309699867799
16,0.0,0.0,0.0,1.6957038623036715,3.567184309024142,3.838688582213252
17,0.0,0.0,0.0,1.9679536186207998,3.622127830144658,3.838688582213252
18,0.0,0.0,0.0,2.0022538709270945,3.7185426009504643,3.838688582213252
19,0.0,0.0,0.0,-3.725383019950438,3.501395357508185,3.840282242029624
20,0.0,0.0,0.0,1.553772421234175,3.569505483796284,3.8403734778014296
21,0.0,0.0,0.0,1.6377532502359566,3.555792782601547,3.8403734778014296
22,0.0,0.0,0.0,1.5829351116673809,3.653640209741995,3.8403734778014296
23,0.0,0.0,0.0,-0.5840322368598347,3.6748316309671116,3.846868009158382
24,0.0,0.0,0.0,1.6289555205987691,3.4758780596117806,3.849153286217391
25,0.0,0.0,0.0,0.2003518106915268,3.6574410962427044,3.8512490915278694
26,0.0,0.0,0.0,0.6335218927454549,3.523170108587847,3.860996372762392
27,0.0,0.0,0.0,1.638391955150673,3.59467042584732,3.860996372762392
28,0.0,0.0,0.0,1.3319138609626393,3.619485640497562,3.8610462353633714
29,0.0,0.0,0.0,1.6492886655164576,3.510176339980354,3.8610462353633714
30,0.0,0.0,0.0,-1.5558741910275387,3.5562298487805,3.8660125827916376
31,0.0,0.0,0.0,1.6832464563859726,3.599903259349867,3.8660125827916376
32,0.0,0.0,0.0,1.902834920429541,3.756154164125519,3.867272866296917
33,0.0,0.0,0.0,-7.007025501892431,3.395098395773519,3.869911271837416
34,0.0,0.0,0.0,1.6521152501674639,3.5321705630354057,3.8699116704532677
35,0.0,0.0,0.0,1.5680926176958165,3.5190085842217393,3.8699116704532677
36,0.0,0.0,0.0,-3.1293542994362684,3.424609116021849,3.8699652164022815
37,0.0,0.0,0.0,1.544236817816905,3.4280615723407175,3.8699652164022815
38,0.0,0.0,0.0,-0.5793361916626585,3.4436723187934346,3.871160298705969
39,0.0,0.0,0.0,1.5042157299285086,3.487124591026566,3.871160298705969
40,0.0,0.0,0.0,1.5768977837074694,3.5522374273464536,3.871160298705969
41,0.0,0.0,0.0,0.522108432436486,3.6316946239748664,3.871162516179186
42,0.0,0.0,0.0,-5.871883565912427,3.3429190003885783,3.871162516179186
43,0.0,0.0,0.0,1.6744967536487703,3.642104625093278,3.871162516179186
44,0.0,0.0,0.0,1.5536101218118883,3.523227450973957,3.871162516179186
45,0.0,0.0,0.0,-0.8130200984578944,3.542318053352202,3.871162516179186
46,0.0,0.0,0.0,-1.7745180012615553,3.582231139269428,3.871162516179186
47,0.0,0.0,0.0,1.6226588913732818,3.5996016184269757,3.871162516179186
48,0.0,0.0,0.0,1.6565254347981102,3.582779873406844,3.871162516179186
49,0.0,0.0,0.0,1.6279339193476798,3.617678620710814,3.8720546478462112
50,-0.00804727892505508,-8.047278925055079e-05,0.0,0.0,3.6222670379966537,3.8720546478462112
51,0.0,0.0,0.0,-2.7885536882968323,3.573603083534605,3.8720589852091627
52,0.0,0.0,0.0,1.6151306580990525,3.444868683367401,3.8720589852091627
53,0.0,0.0,0.0,1.644867347236156,3.5694580606982584,3.8720589852091627
54,0.0,0.0,0.0,1.6388795648181502,3.5052855365656423,3.8720589852091627
55,0.0,0.0,0.0,1.4594657268516802,3.648683594293015,3.8720589852091627
56,-0.056546985222588275,-0.0005654698522258827,0.0,0.0,3.3787345108512947,3.8720589852091627
57,0.0,0.0,0.0,-1.2431370331208105,3.483561872627281,3.8720589852091627
58,0.0,0.0,0.0,-5.090031376157083,3.4928593308589972,3.872250063279967
59,0.0,0.0,0.0,1.660125784395897,3.5544117937797184,3.872250063279967
60,0.0,0.0,0.0,1.6063759856766897,3.7011014411837135,3.872250063279967
61,0.0,0.0,0.0,1.6596089248007477,3.526455903194177,3.872250063279967
62,0.0,0.0,0.0,-4.541015780564569,3.444144465367265,3.872250063279967
63,0.0,0.0,0.0,-0.4018216400941668,3.6444530130991306,3.872250063279967
64,0.0,0.0,0.0,1.634159199270402,3.4217884848972697,3.872250063279967
65,0.0,0.0,0.0,0.6815509028112683,3.5966282962713354,3.874857179237533
66,0.0,0.0,0.0,-8.169834336450245,3.26225920922399,3.874857179237533
67,0.0,0.0,0.0,0.636308023040107,3.52290628242809,3.874857179237533
68,0.0,0.0,0.0,-3.4224670962039365,3.2587588704470405,3.8749105585329002
69,0.0,0.0,0.0,1.6536640760972123,3.562775941006285,3.8749105585329002
70,0.0,0.0,0.0,1.151430397493197,3.6115980557804463,3.875128014746484
71,0.0,0.0,0.0,-2.8019137764687416,3.373410066275801,3.875128014746484
72,0.0,0.0,0.0,1.645346861108929,3.4541258269549813,3.875128014746484
73,0.0,0.0,0.0,1.534224490859364,3.4603228214504265,3.875128014746484
74,0.0,0.0,0.0,1.637480327371381,3.360686361406428,3.8756132730257176
75,0.0,0.0,0.0,0.6309724610809158,3.5841486412067898,3.8756132730257176
76,0.0,0.0,0.0,1.6250954145376193,3.6199527772438467,3.8761829645481147
77,-0.09357160644853924,-0.0014137829705540706,0.0,0.0,3.3647194053689033,3.8761829645481147
78,0.0,0.0,0.0,-1.7859740394994583,3.5025776101802197,3.8761829645481147
79,0.0,0.0,0.0,0.1835856694537224,3.453487799640858,3.8761829645481147
80,0.0,0.0,0.0,-4.3558175392576715,3.2499440506577746,3.8761829645481147
81,-0.028583379395580755,-0.00028583379395580755,0.0,0.0,3.5048620329990583,3.8761829645481147
82,-0.049523471263153374,-0.0004952347126315337,0.0,0.0,3.530245152182278,3.8761829645481147
83,0.0,0.0,0.0,1.669040885184067,3.5879025873533394,3.8761829645481147
84,0.0,0.0,0.0,-3.7211722511521126,3.5944045830301534,3.8761829645481147
85,-0.027196608140197642,-0.0002719660814019764,0.0,0.0,3.507038034270798,3.8761829645481147
86,-0.08941811585885595,-0.0008941811585885595,0.0,0.0,3.5083343890910244,3.8761829645481147
87,0.0,0.0,0.0,1.6767972970578056,3.5859533425330086,3.8761829645481147
88,-0.06178732253301966,-0.0006178732253301966,0.0,0.0,3.6241408377606694,3.8761829645481147
89,0.0,0.0,0.0,1.6270761666855886,3.472590421731596,3.8761829645481147
90,0.0,0.0,0.0,1.621868786933494,3.591888486214817,3.8761829645481147
91,0.0,0.0,0.0,1.6707258251137402,3.5809716134989573,3.8761829645481147
92,-0.02120870643170314,-0.0002120870643170314,0.0,0.0,3.526466126272298,3.877185540032599
93,0.0,0.0,0.0,-0.18232440240883968,3.478271751749995,3.877185540032599
94,0.0,0.0,0.0,1.5755924521041513,3.5944072847158113,3.8772151415654537
95,0.0,0.0,0.0,0.6117587283231786,3.395351546850809,3.8772151415654537
96,0.0,0.0,0.0,0.029902217609693527,3.4326856657790326,3.8772151415654537
97,-0.017444653699294155,-0.00017444653699294154,0.0,0.0,3.393127177037812,3.8772151415654537
98,0.0,0.0,0.0,-0.9393594177677782,3.62578960534265,3.878487199136878
99,0.0,0.0,0.0,-4.998487480887134,3.5820997857020256,3.878487199136878
