Generation,Worst Feasibility,Average Feasibility,Best Feasibility,Worst Objective,Average Objective,Best Objective
0,-0.8909083414789223,-0.10848291520413321,0.0,0.0,1.1173031037100187,3.783597066882491
1,-0.05570403580245853,-0.000987419181440703,0.0,0.0,2.220700438592911,3.7873253329006937
2,-0.09180640790468386,-0.0019520156246354793,0.0,0.0,2.689925818806083,3.7873253329006937
3,-0.09180640790468386,-0.002384610246518979,0.0,0.0,3.087923050749576,3.819014893742108
4,0.0,0.0,0.0,-1.7271737216459657,3.193594825186056,3.825278211349542
5,0.0,0.0,0.0,-4.258837988045243,3.2752294757308986,3.825278211349542
6,0.0,0.0,0.0,-11.540776569476035,3.0567838533075617,3.8364342890849836
7,0.0,0.0,0.0,-2.732362419343423,3.222747385015899,3.8377623071036253
8,0.0,0.0,0.0,-5.78286778988501,3.2812620461787794,3.837763166747998
9,0.0,0.0,0.0,-8.456053190250994,3.3246803539023353,3.8415104246114447
10,0.0,0.0,0.0,-9.784687972461475,3.2085457395867714,3.841996836782488
11,0.0,0.0,0.0,-8.048855969817636,3.418521259676288,3.844009378557059
12,0.0,0.0,0.0,-8.71626131039806,3.2107904714342554,3.860250385329338
13,0.0,0.0,0.0,-7.6121636659246565,3.123767588343624,3.860250385329338
14,0.0,0.0,0.0,-2.3057173566993523,3.503598496915621,3.861607675054917
15,0.0,0.0,0.0,-2.88242828577743,3.551769789348255,3.861607675054917
16,0.0,0.0,0.0,-7.400026120037532,3.3597159118419047,3.8638730798963774
17,0.0,0.0,0.0,-5.179253197053878,3.5126648482857674,3.8638730798963774
18,0.0,0.0,0.0,-5.481450285893527,3.441339385446396,3.8659842695352653
19,0.0,0.0,0.0,-6.877742545707919,3.549641743752561,3.868471810569153
20,0.0,0.0,0.0,-1.2097025512249397,3.4011803150796207,3.868471810569153
21,0.0,0.0,0.0,-3.157390186496225,3.573433472114693,3.868471810569153
22,0.0,0.0,0.0,-10.566380253353499,3.140892983162153,3.868471810569153
23,0.0,0.0,0.0,-10.76247294805525,3.2127813299673385,3.868471810569153
24,0.0,0.0,0.0,-0.4562457871897443,3.4394953058184607,3.8685306627833644
25,0.0,0.0,0.0,-2.025229102710582,3.436076025315698,3.8711892624908053
26,0.0,0.0,0.0,-1.4864929081716804,3.454806198398588,3.8711892624908053
27,0.0,0.0,0.0,-1.3136070398781832,3.394117771192926,3.8711892624908053
28,0.0,0.0,0.0,-7.42693213380183,3.349291260991509,3.8711892624908053
29,0.0,0.0,0.0,-7.767025637164311,3.527274166116807,3.871192137466183
30,0.0,0.0,0.0,-6.561476986980659,3.392795840494746,3.871192137466183
31,0.0,0.0,0.0,-0.1138253016967351,3.492286587468785,3.871192137466183
32,0.0,0.0,0.0,-0.6827154733267665,3.4914494931261486,3.872273867842249
33,0.0,0.0,0.0,-1.3829755520879834,3.452952489279614,3.8736846576283974
34,0.0,0.0,0.0,-11.260323401503463,3.4110687152557837,3.8738192540779797
35,0.0,0.0,0.0,-6.126762197714783,3.3934610188380425,3.8738192540779797
36,0.0,0.0,0.0,-10.00304848703196,3.4872201447422078,3.8738192540779797
37,0.0,0.0,0.0,1.4230764731582257,3.6447487635753273,3.8750083157696547
38,0.0,0.0,0.0,0.25200760974724296,3.599587337606087,3.8750083157696547
39,0.0,0.0,0.0,1.473235813517836,3.604387552212156,3.8750083157696547
40,0.0,0.0,0.0,-5.515022278990055,3.36573189768269,3.8750744261312207
41,0.0,0.0,0.0,-5.539168330162309,3.344544991514023,3.875075764065749
42,0.0,0.0,0.0,1.4703918821002635,3.57713656670486,3.875075764065749
43,0.0,0.0,0.0,-3.8438348038092722,3.527986701211008,3.8771330491030516
44,0.0,0.0,0.0,-11.234254568762069,3.2580861725309145,3.8771330491030516
45,0.0,0.0,0.0,1.4080156403553397,3.578537407727442,3.8771424926149645
46,0.0,0.0,0.0,-9.511889711216348,3.3690246594506728,3.8771424926149645
47,0.0,0.0,0.0,-11.312327862882318,3.390622293855044,3.87884482608475
48,0.0,0.0,0.0,1.4606480116769796,3.705554785246441,3.87884482608475
49,0.0,0.0,0.0,-6.719878923577178,3.5012452261390696,3.87884482608475
50,0.0,0.0,0.0,-0.3084101469116403,3.4963871068138275,3.87884482608475
51,0.0,0.0,0.0,0.8193029042257547,3.4098398503336114,3.87884482608475
